"name","label","concept","geography"
"B19037I_012","Estimate!!Total:!!Householder under 25 years:!!$50,000 to $59,999","AGE OF HOUSEHOLDER BY HOUSEHOLD INCOME IN THE PAST 12 MONTHS (IN 2021 INFLATION-ADJUSTED DOLLARS) (HISPANIC OR LATINO HOUSEHOLDER)","tract"
"B19037I_013","Estimate!!Total:!!Householder under 25 years:!!$60,000 to $74,999","AGE OF HOUSEHOLDER BY HOUSEHOLD INCOME IN THE PAST 12 MONTHS (IN 2021 INFLATION-ADJUSTED DOLLARS) (HISPANIC OR LATINO HOUSEHOLDER)","tract"
"B19037I_014","Estimate!!Total:!!Householder under 25 years:!!$75,000 to $99,999","AGE OF HOUSEHOLDER BY HOUSEHOLD INCOME IN THE PAST 12 MONTHS (IN 2021 INFLATION-ADJUSTED DOLLARS) (HISPANIC OR LATINO HOUSEHOLDER)","tract"
"B19037I_015","Estimate!!Total:!!Householder under 25 years:!!$100,000 to $124,999","AGE OF HOUSEHOLDER BY HOUSEHOLD INCOME IN THE PAST 12 MONTHS (IN 2021 INFLATION-ADJUSTED DOLLARS) (HISPANIC OR LATINO HOUSEHOLDER)","tract"
"B19037I_016","Estimate!!Total:!!Householder under 25 years:!!$125,000 to $149,999","AGE OF HOUSEHOLDER BY HOUSEHOLD INCOME IN THE PAST 12 MONTHS (IN 2021 INFLATION-ADJUSTED DOLLARS) (HISPANIC OR LATINO HOUSEHOLDER)","tract"
"B19037I_017","Estimate!!Total:!!Householder under 25 years:!!$150,000 to $199,999","AGE OF HOUSEHOLDER BY HOUSEHOLD INCOME IN THE PAST 12 MONTHS (IN 2021 INFLATION-ADJUSTED DOLLARS) (HISPANIC OR LATINO HOUSEHOLDER)","tract"
"B19037I_018","Estimate!!Total:!!Householder under 25 years:!!$200,000 or more","AGE OF HOUSEHOLDER BY HOUSEHOLD INCOME IN THE PAST 12 MONTHS (IN 2021 INFLATION-ADJUSTED DOLLARS) (HISPANIC OR LATINO HOUSEHOLDER)","tract"
"B19037I_019","Estimate!!Total:!!Householder 25 to 44 years:","AGE OF HOUSEHOLDER BY HOUSEHOLD INCOME IN THE PAST 12 MONTHS (IN 2021 INFLATION-ADJUSTED DOLLARS) (HISPANIC OR LATINO HOUSEHOLDER)","tract"
"B19037I_020","Estimate!!Total:!!Householder 25 to 44 years:!!Less than $10,000","AGE OF HOUSEHOLDER BY HOUSEHOLD INCOME IN THE PAST 12 MONTHS (IN 2021 INFLATION-ADJUSTED DOLLARS) (HISPANIC OR LATINO HOUSEHOLDER)","tract"
"B19037I_021","Estimate!!Total:!!Householder 25 to 44 years:!!$10,000 to $14,999","AGE OF HOUSEHOLDER BY HOUSEHOLD INCOME IN THE PAST 12 MONTHS (IN 2021 INFLATION-ADJUSTED DOLLARS) (HISPANIC OR LATINO HOUSEHOLDER)","tract"
"B19037I_022","Estimate!!Total:!!Householder 25 to 44 years:!!$15,000 to $19,999","AGE OF HOUSEHOLDER BY HOUSEHOLD INCOME IN THE PAST 12 MONTHS (IN 2021 INFLATION-ADJUSTED DOLLARS) (HISPANIC OR LATINO HOUSEHOLDER)","tract"
"B19037I_023","Estimate!!Total:!!Householder 25 to 44 years:!!$20,000 to $24,999","AGE OF HOUSEHOLDER BY HOUSEHOLD INCOME IN THE PAST 12 MONTHS (IN 2021 INFLATION-ADJUSTED DOLLARS) (HISPANIC OR LATINO HOUSEHOLDER)","tract"
"B19037I_024","Estimate!!Total:!!Householder 25 to 44 years:!!$25,000 to $29,999","AGE OF HOUSEHOLDER BY HOUSEHOLD INCOME IN THE PAST 12 MONTHS (IN 2021 INFLATION-ADJUSTED DOLLARS) (HISPANIC OR LATINO HOUSEHOLDER)","tract"
"B19037I_025","Estimate!!Total:!!Householder 25 to 44 years:!!$30,000 to $34,999","AGE OF HOUSEHOLDER BY HOUSEHOLD INCOME IN THE PAST 12 MONTHS (IN 2021 INFLATION-ADJUSTED DOLLARS) (HISPANIC OR LATINO HOUSEHOLDER)","tract"
"B19037I_026","Estimate!!Total:!!Householder 25 to 44 years:!!$35,000 to $39,999","AGE OF HOUSEHOLDER BY HOUSEHOLD INCOME IN THE PAST 12 MONTHS (IN 2021 INFLATION-ADJUSTED DOLLARS) (HISPANIC OR LATINO HOUSEHOLDER)","tract"
"B19037I_027","Estimate!!Total:!!Householder 25 to 44 years:!!$40,000 to $44,999","AGE OF HOUSEHOLDER BY HOUSEHOLD INCOME IN THE PAST 12 MONTHS (IN 2021 INFLATION-ADJUSTED DOLLARS) (HISPANIC OR LATINO HOUSEHOLDER)","tract"
"B19037I_028","Estimate!!Total:!!Householder 25 to 44 years:!!$45,000 to $49,999","AGE OF HOUSEHOLDER BY HOUSEHOLD INCOME IN THE PAST 12 MONTHS (IN 2021 INFLATION-ADJUSTED DOLLARS) (HISPANIC OR LATINO HOUSEHOLDER)","tract"
"B19037I_029","Estimate!!Total:!!Householder 25 to 44 years:!!$50,000 to $59,999","AGE OF HOUSEHOLDER BY HOUSEHOLD INCOME IN THE PAST 12 MONTHS (IN 2021 INFLATION-ADJUSTED DOLLARS) (HISPANIC OR LATINO HOUSEHOLDER)","tract"
"B19037I_030","Estimate!!Total:!!Householder 25 to 44 years:!!$60,000 to $74,999","AGE OF HOUSEHOLDER BY HOUSEHOLD INCOME IN THE PAST 12 MONTHS (IN 2021 INFLATION-ADJUSTED DOLLARS) (HISPANIC OR LATINO HOUSEHOLDER)","tract"
"B19037I_031","Estimate!!Total:!!Householder 25 to 44 years:!!$75,000 to $99,999","AGE OF HOUSEHOLDER BY HOUSEHOLD INCOME IN THE PAST 12 MONTHS (IN 2021 INFLATION-ADJUSTED DOLLARS) (HISPANIC OR LATINO HOUSEHOLDER)","tract"
"B19037I_032","Estimate!!Total:!!Householder 25 to 44 years:!!$100,000 to $124,999","AGE OF HOUSEHOLDER BY HOUSEHOLD INCOME IN THE PAST 12 MONTHS (IN 2021 INFLATION-ADJUSTED DOLLARS) (HISPANIC OR LATINO HOUSEHOLDER)","tract"
"B19037I_033","Estimate!!Total:!!Householder 25 to 44 years:!!$125,000 to $149,999","AGE OF HOUSEHOLDER BY HOUSEHOLD INCOME IN THE PAST 12 MONTHS (IN 2021 INFLATION-ADJUSTED DOLLARS) (HISPANIC OR LATINO HOUSEHOLDER)","tract"
"B19037I_034","Estimate!!Total:!!Householder 25 to 44 years:!!$150,000 to $199,999","AGE OF HOUSEHOLDER BY HOUSEHOLD INCOME IN THE PAST 12 MONTHS (IN 2021 INFLATION-ADJUSTED DOLLARS) (HISPANIC OR LATINO HOUSEHOLDER)","tract"
"B19037I_035","Estimate!!Total:!!Householder 25 to 44 years:!!$200,000 or more","AGE OF HOUSEHOLDER BY HOUSEHOLD INCOME IN THE PAST 12 MONTHS (IN 2021 INFLATION-ADJUSTED DOLLARS) (HISPANIC OR LATINO HOUSEHOLDER)","tract"
"B19037I_036","Estimate!!Total:!!Householder 45 to 64 years:","AGE OF HOUSEHOLDER BY HOUSEHOLD INCOME IN THE PAST 12 MONTHS (IN 2021 INFLATION-ADJUSTED DOLLARS) (HISPANIC OR LATINO HOUSEHOLDER)","tract"
"B19037I_037","Estimate!!Total:!!Householder 45 to 64 years:!!Less than $10,000","AGE OF HOUSEHOLDER BY HOUSEHOLD INCOME IN THE PAST 12 MONTHS (IN 2021 INFLATION-ADJUSTED DOLLARS) (HISPANIC OR LATINO HOUSEHOLDER)","tract"
"B19037I_038","Estimate!!Total:!!Householder 45 to 64 years:!!$10,000 to $14,999","AGE OF HOUSEHOLDER BY HOUSEHOLD INCOME IN THE PAST 12 MONTHS (IN 2021 INFLATION-ADJUSTED DOLLARS) (HISPANIC OR LATINO HOUSEHOLDER)","tract"
"B19037I_039","Estimate!!Total:!!Householder 45 to 64 years:!!$15,000 to $19,999","AGE OF HOUSEHOLDER BY HOUSEHOLD INCOME IN THE PAST 12 MONTHS (IN 2021 INFLATION-ADJUSTED DOLLARS) (HISPANIC OR LATINO HOUSEHOLDER)","tract"
"B19037I_040","Estimate!!Total:!!Householder 45 to 64 years:!!$20,000 to $24,999","AGE OF HOUSEHOLDER BY HOUSEHOLD INCOME IN THE PAST 12 MONTHS (IN 2021 INFLATION-ADJUSTED DOLLARS) (HISPANIC OR LATINO HOUSEHOLDER)","tract"
"B19037I_041","Estimate!!Total:!!Householder 45 to 64 years:!!$25,000 to $29,999","AGE OF HOUSEHOLDER BY HOUSEHOLD INCOME IN THE PAST 12 MONTHS (IN 2021 INFLATION-ADJUSTED DOLLARS) (HISPANIC OR LATINO HOUSEHOLDER)","tract"
"B19037I_042","Estimate!!Total:!!Householder 45 to 64 years:!!$30,000 to $34,999","AGE OF HOUSEHOLDER BY HOUSEHOLD INCOME IN THE PAST 12 MONTHS (IN 2021 INFLATION-ADJUSTED DOLLARS) (HISPANIC OR LATINO HOUSEHOLDER)","tract"
"B19037I_043","Estimate!!Total:!!Householder 45 to 64 years:!!$35,000 to $39,999","AGE OF HOUSEHOLDER BY HOUSEHOLD INCOME IN THE PAST 12 MONTHS (IN 2021 INFLATION-ADJUSTED DOLLARS) (HISPANIC OR LATINO HOUSEHOLDER)","tract"
"B19037I_044","Estimate!!Total:!!Householder 45 to 64 years:!!$40,000 to $44,999","AGE OF HOUSEHOLDER BY HOUSEHOLD INCOME IN THE PAST 12 MONTHS (IN 2021 INFLATION-ADJUSTED DOLLARS) (HISPANIC OR LATINO HOUSEHOLDER)","tract"
"B19037I_045","Estimate!!Total:!!Householder 45 to 64 years:!!$45,000 to $49,999","AGE OF HOUSEHOLDER BY HOUSEHOLD INCOME IN THE PAST 12 MONTHS (IN 2021 INFLATION-ADJUSTED DOLLARS) (HISPANIC OR LATINO HOUSEHOLDER)","tract"
"B19037I_046","Estimate!!Total:!!Householder 45 to 64 years:!!$50,000 to $59,999","AGE OF HOUSEHOLDER BY HOUSEHOLD INCOME IN THE PAST 12 MONTHS (IN 2021 INFLATION-ADJUSTED DOLLARS) (HISPANIC OR LATINO HOUSEHOLDER)","tract"
"B19037I_047","Estimate!!Total:!!Householder 45 to 64 years:!!$60,000 to $74,999","AGE OF HOUSEHOLDER BY HOUSEHOLD INCOME IN THE PAST 12 MONTHS (IN 2021 INFLATION-ADJUSTED DOLLARS) (HISPANIC OR LATINO HOUSEHOLDER)","tract"
"B19037I_048","Estimate!!Total:!!Householder 45 to 64 years:!!$75,000 to $99,999","AGE OF HOUSEHOLDER BY HOUSEHOLD INCOME IN THE PAST 12 MONTHS (IN 2021 INFLATION-ADJUSTED DOLLARS) (HISPANIC OR LATINO HOUSEHOLDER)","tract"
"B19037I_049","Estimate!!Total:!!Householder 45 to 64 years:!!$100,000 to $124,999","AGE OF HOUSEHOLDER BY HOUSEHOLD INCOME IN THE PAST 12 MONTHS (IN 2021 INFLATION-ADJUSTED DOLLARS) (HISPANIC OR LATINO HOUSEHOLDER)","tract"
"B19037I_050","Estimate!!Total:!!Householder 45 to 64 years:!!$125,000 to $149,999","AGE OF HOUSEHOLDER BY HOUSEHOLD INCOME IN THE PAST 12 MONTHS (IN 2021 INFLATION-ADJUSTED DOLLARS) (HISPANIC OR LATINO HOUSEHOLDER)","tract"
"B19037I_051","Estimate!!Total:!!Householder 45 to 64 years:!!$150,000 to $199,999","AGE OF HOUSEHOLDER BY HOUSEHOLD INCOME IN THE PAST 12 MONTHS (IN 2021 INFLATION-ADJUSTED DOLLARS) (HISPANIC OR LATINO HOUSEHOLDER)","tract"
"B19037I_052","Estimate!!Total:!!Householder 45 to 64 years:!!$200,000 or more","AGE OF HOUSEHOLDER BY HOUSEHOLD INCOME IN THE PAST 12 MONTHS (IN 2021 INFLATION-ADJUSTED DOLLARS) (HISPANIC OR LATINO HOUSEHOLDER)","tract"
"B19037I_053","Estimate!!Total:!!Householder 65 years and over:","AGE OF HOUSEHOLDER BY HOUSEHOLD INCOME IN THE PAST 12 MONTHS (IN 2021 INFLATION-ADJUSTED DOLLARS) (HISPANIC OR LATINO HOUSEHOLDER)","tract"
"B19037I_054","Estimate!!Total:!!Householder 65 years and over:!!Less than $10,000","AGE OF HOUSEHOLDER BY HOUSEHOLD INCOME IN THE PAST 12 MONTHS (IN 2021 INFLATION-ADJUSTED DOLLARS) (HISPANIC OR LATINO HOUSEHOLDER)","tract"
"B19037I_055","Estimate!!Total:!!Householder 65 years and over:!!$10,000 to $14,999","AGE OF HOUSEHOLDER BY HOUSEHOLD INCOME IN THE PAST 12 MONTHS (IN 2021 INFLATION-ADJUSTED DOLLARS) (HISPANIC OR LATINO HOUSEHOLDER)","tract"
"B19037I_056","Estimate!!Total:!!Householder 65 years and over:!!$15,000 to $19,999","AGE OF HOUSEHOLDER BY HOUSEHOLD INCOME IN THE PAST 12 MONTHS (IN 2021 INFLATION-ADJUSTED DOLLARS) (HISPANIC OR LATINO HOUSEHOLDER)","tract"
"B19037I_057","Estimate!!Total:!!Householder 65 years and over:!!$20,000 to $24,999","AGE OF HOUSEHOLDER BY HOUSEHOLD INCOME IN THE PAST 12 MONTHS (IN 2021 INFLATION-ADJUSTED DOLLARS) (HISPANIC OR LATINO HOUSEHOLDER)","tract"
"B19037I_058","Estimate!!Total:!!Householder 65 years and over:!!$25,000 to $29,999","AGE OF HOUSEHOLDER BY HOUSEHOLD INCOME IN THE PAST 12 MONTHS (IN 2021 INFLATION-ADJUSTED DOLLARS) (HISPANIC OR LATINO HOUSEHOLDER)","tract"
"B19037I_059","Estimate!!Total:!!Householder 65 years and over:!!$30,000 to $34,999","AGE OF HOUSEHOLDER BY HOUSEHOLD INCOME IN THE PAST 12 MONTHS (IN 2021 INFLATION-ADJUSTED DOLLARS) (HISPANIC OR LATINO HOUSEHOLDER)","tract"
"B19037I_060","Estimate!!Total:!!Householder 65 years and over:!!$35,000 to $39,999","AGE OF HOUSEHOLDER BY HOUSEHOLD INCOME IN THE PAST 12 MONTHS (IN 2021 INFLATION-ADJUSTED DOLLARS) (HISPANIC OR LATINO HOUSEHOLDER)","tract"
"B19037I_061","Estimate!!Total:!!Householder 65 years and over:!!$40,000 to $44,999","AGE OF HOUSEHOLDER BY HOUSEHOLD INCOME IN THE PAST 12 MONTHS (IN 2021 INFLATION-ADJUSTED DOLLARS) (HISPANIC OR LATINO HOUSEHOLDER)","tract"
"B19037I_062","Estimate!!Total:!!Householder 65 years and over:!!$45,000 to $49,999","AGE OF HOUSEHOLDER BY HOUSEHOLD INCOME IN THE PAST 12 MONTHS (IN 2021 INFLATION-ADJUSTED DOLLARS) (HISPANIC OR LATINO HOUSEHOLDER)","tract"
"B19037I_063","Estimate!!Total:!!Householder 65 years and over:!!$50,000 to $59,999","AGE OF HOUSEHOLDER BY HOUSEHOLD INCOME IN THE PAST 12 MONTHS (IN 2021 INFLATION-ADJUSTED DOLLARS) (HISPANIC OR LATINO HOUSEHOLDER)","tract"
"B19037I_064","Estimate!!Total:!!Householder 65 years and over:!!$60,000 to $74,999","AGE OF HOUSEHOLDER BY HOUSEHOLD INCOME IN THE PAST 12 MONTHS (IN 2021 INFLATION-ADJUSTED DOLLARS) (HISPANIC OR LATINO HOUSEHOLDER)","tract"
"B19037I_065","Estimate!!Total:!!Householder 65 years and over:!!$75,000 to $99,999","AGE OF HOUSEHOLDER BY HOUSEHOLD INCOME IN THE PAST 12 MONTHS (IN 2021 INFLATION-ADJUSTED DOLLARS) (HISPANIC OR LATINO HOUSEHOLDER)","tract"
"B19037I_066","Estimate!!Total:!!Householder 65 years and over:!!$100,000 to $124,999","AGE OF HOUSEHOLDER BY HOUSEHOLD INCOME IN THE PAST 12 MONTHS (IN 2021 INFLATION-ADJUSTED DOLLARS) (HISPANIC OR LATINO HOUSEHOLDER)","tract"
"B19037I_067","Estimate!!Total:!!Householder 65 years and over:!!$125,000 to $149,999","AGE OF HOUSEHOLDER BY HOUSEHOLD INCOME IN THE PAST 12 MONTHS (IN 2021 INFLATION-ADJUSTED DOLLARS) (HISPANIC OR LATINO HOUSEHOLDER)","tract"
"B19037I_068","Estimate!!Total:!!Householder 65 years and over:!!$150,000 to $199,999","AGE OF HOUSEHOLDER BY HOUSEHOLD INCOME IN THE PAST 12 MONTHS (IN 2021 INFLATION-ADJUSTED DOLLARS) (HISPANIC OR LATINO HOUSEHOLDER)","tract"
"B19037I_069","Estimate!!Total:!!Householder 65 years and over:!!$200,000 or more","AGE OF HOUSEHOLDER BY HOUSEHOLD INCOME IN THE PAST 12 MONTHS (IN 2021 INFLATION-ADJUSTED DOLLARS) (HISPANIC OR LATINO HOUSEHOLDER)","tract"
"B19101H_001","Estimate!!Total:","FAMILY INCOME IN THE PAST 12 MONTHS (IN 2021 INFLATION-ADJUSTED DOLLARS) (WHITE ALONE, NOT HISPANIC OR LATINO HOUSEHOLDER)","tract"
"B19101H_002","Estimate!!Total:!!Less than $10,000","FAMILY INCOME IN THE PAST 12 MONTHS (IN 2021 INFLATION-ADJUSTED DOLLARS) (WHITE ALONE, NOT HISPANIC OR LATINO HOUSEHOLDER)","tract"
"B19101H_003","Estimate!!Total:!!$10,000 to $14,999","FAMILY INCOME IN THE PAST 12 MONTHS (IN 2021 INFLATION-ADJUSTED DOLLARS) (WHITE ALONE, NOT HISPANIC OR LATINO HOUSEHOLDER)","tract"
"B19101H_004","Estimate!!Total:!!$15,000 to $19,999","FAMILY INCOME IN THE PAST 12 MONTHS (IN 2021 INFLATION-ADJUSTED DOLLARS) (WHITE ALONE, NOT HISPANIC OR LATINO HOUSEHOLDER)","tract"
"B19101H_005","Estimate!!Total:!!$20,000 to $24,999","FAMILY INCOME IN THE PAST 12 MONTHS (IN 2021 INFLATION-ADJUSTED DOLLARS) (WHITE ALONE, NOT HISPANIC OR LATINO HOUSEHOLDER)","tract"
"B19101H_006","Estimate!!Total:!!$25,000 to $29,999","FAMILY INCOME IN THE PAST 12 MONTHS (IN 2021 INFLATION-ADJUSTED DOLLARS) (WHITE ALONE, NOT HISPANIC OR LATINO HOUSEHOLDER)","tract"
"B19101H_007","Estimate!!Total:!!$30,000 to $34,999","FAMILY INCOME IN THE PAST 12 MONTHS (IN 2021 INFLATION-ADJUSTED DOLLARS) (WHITE ALONE, NOT HISPANIC OR LATINO HOUSEHOLDER)","tract"
"B19101H_008","Estimate!!Total:!!$35,000 to $39,999","FAMILY INCOME IN THE PAST 12 MONTHS (IN 2021 INFLATION-ADJUSTED DOLLARS) (WHITE ALONE, NOT HISPANIC OR LATINO HOUSEHOLDER)","tract"
"B19101H_009","Estimate!!Total:!!$40,000 to $44,999","FAMILY INCOME IN THE PAST 12 MONTHS (IN 2021 INFLATION-ADJUSTED DOLLARS) (WHITE ALONE, NOT HISPANIC OR LATINO HOUSEHOLDER)","tract"
"B19101H_010","Estimate!!Total:!!$45,000 to $49,999","FAMILY INCOME IN THE PAST 12 MONTHS (IN 2021 INFLATION-ADJUSTED DOLLARS) (WHITE ALONE, NOT HISPANIC OR LATINO HOUSEHOLDER)","tract"
"B19101H_011","Estimate!!Total:!!$50,000 to $59,999","FAMILY INCOME IN THE PAST 12 MONTHS (IN 2021 INFLATION-ADJUSTED DOLLARS) (WHITE ALONE, NOT HISPANIC OR LATINO HOUSEHOLDER)","tract"
"B19101H_012","Estimate!!Total:!!$60,000 to $74,999","FAMILY INCOME IN THE PAST 12 MONTHS (IN 2021 INFLATION-ADJUSTED DOLLARS) (WHITE ALONE, NOT HISPANIC OR LATINO HOUSEHOLDER)","tract"
"B19101H_013","Estimate!!Total:!!$75,000 to $99,999","FAMILY INCOME IN THE PAST 12 MONTHS (IN 2021 INFLATION-ADJUSTED DOLLARS) (WHITE ALONE, NOT HISPANIC OR LATINO HOUSEHOLDER)","tract"
"B19101H_014","Estimate!!Total:!!$100,000 to $124,999","FAMILY INCOME IN THE PAST 12 MONTHS (IN 2021 INFLATION-ADJUSTED DOLLARS) (WHITE ALONE, NOT HISPANIC OR LATINO HOUSEHOLDER)","tract"
"B19101H_015","Estimate!!Total:!!$125,000 to $149,999","FAMILY INCOME IN THE PAST 12 MONTHS (IN 2021 INFLATION-ADJUSTED DOLLARS) (WHITE ALONE, NOT HISPANIC OR LATINO HOUSEHOLDER)","tract"
"B19101H_016","Estimate!!Total:!!$150,000 to $199,999","FAMILY INCOME IN THE PAST 12 MONTHS (IN 2021 INFLATION-ADJUSTED DOLLARS) (WHITE ALONE, NOT HISPANIC OR LATINO HOUSEHOLDER)","tract"
"B19101H_017","Estimate!!Total:!!$200,000 or more","FAMILY INCOME IN THE PAST 12 MONTHS (IN 2021 INFLATION-ADJUSTED DOLLARS) (WHITE ALONE, NOT HISPANIC OR LATINO HOUSEHOLDER)","tract"
"B19101I_001","Estimate!!Total:","FAMILY INCOME IN THE PAST 12 MONTHS (IN 2021 INFLATION-ADJUSTED DOLLARS) (HISPANIC OR LATINO HOUSEHOLDER)","tract"
"B19101I_002","Estimate!!Total:!!Less than $10,000","FAMILY INCOME IN THE PAST 12 MONTHS (IN 2021 INFLATION-ADJUSTED DOLLARS) (HISPANIC OR LATINO HOUSEHOLDER)","tract"
"B19101I_003","Estimate!!Total:!!$10,000 to $14,999","FAMILY INCOME IN THE PAST 12 MONTHS (IN 2021 INFLATION-ADJUSTED DOLLARS) (HISPANIC OR LATINO HOUSEHOLDER)","tract"
"B19101I_004","Estimate!!Total:!!$15,000 to $19,999","FAMILY INCOME IN THE PAST 12 MONTHS (IN 2021 INFLATION-ADJUSTED DOLLARS) (HISPANIC OR LATINO HOUSEHOLDER)","tract"
"B19101I_005","Estimate!!Total:!!$20,000 to $24,999","FAMILY INCOME IN THE PAST 12 MONTHS (IN 2021 INFLATION-ADJUSTED DOLLARS) (HISPANIC OR LATINO HOUSEHOLDER)","tract"
"B19101I_006","Estimate!!Total:!!$25,000 to $29,999","FAMILY INCOME IN THE PAST 12 MONTHS (IN 2021 INFLATION-ADJUSTED DOLLARS) (HISPANIC OR LATINO HOUSEHOLDER)","tract"
"B19101I_007","Estimate!!Total:!!$30,000 to $34,999","FAMILY INCOME IN THE PAST 12 MONTHS (IN 2021 INFLATION-ADJUSTED DOLLARS) (HISPANIC OR LATINO HOUSEHOLDER)","tract"
"B19101I_008","Estimate!!Total:!!$35,000 to $39,999","FAMILY INCOME IN THE PAST 12 MONTHS (IN 2021 INFLATION-ADJUSTED DOLLARS) (HISPANIC OR LATINO HOUSEHOLDER)","tract"
"B19101I_009","Estimate!!Total:!!$40,000 to $44,999","FAMILY INCOME IN THE PAST 12 MONTHS (IN 2021 INFLATION-ADJUSTED DOLLARS) (HISPANIC OR LATINO HOUSEHOLDER)","tract"
"B19101I_010","Estimate!!Total:!!$45,000 to $49,999","FAMILY INCOME IN THE PAST 12 MONTHS (IN 2021 INFLATION-ADJUSTED DOLLARS) (HISPANIC OR LATINO HOUSEHOLDER)","tract"
"B19101I_011","Estimate!!Total:!!$50,000 to $59,999","FAMILY INCOME IN THE PAST 12 MONTHS (IN 2021 INFLATION-ADJUSTED DOLLARS) (HISPANIC OR LATINO HOUSEHOLDER)","tract"
"B19101I_012","Estimate!!Total:!!$60,000 to $74,999","FAMILY INCOME IN THE PAST 12 MONTHS (IN 2021 INFLATION-ADJUSTED DOLLARS) (HISPANIC OR LATINO HOUSEHOLDER)","tract"
"B19101I_013","Estimate!!Total:!!$75,000 to $99,999","FAMILY INCOME IN THE PAST 12 MONTHS (IN 2021 INFLATION-ADJUSTED DOLLARS) (HISPANIC OR LATINO HOUSEHOLDER)","tract"
"B19101I_014","Estimate!!Total:!!$100,000 to $124,999","FAMILY INCOME IN THE PAST 12 MONTHS (IN 2021 INFLATION-ADJUSTED DOLLARS) (HISPANIC OR LATINO HOUSEHOLDER)","tract"
"B19101I_015","Estimate!!Total:!!$125,000 to $149,999","FAMILY INCOME IN THE PAST 12 MONTHS (IN 2021 INFLATION-ADJUSTED DOLLARS) (HISPANIC OR LATINO HOUSEHOLDER)","tract"
"B19101I_016","Estimate!!Total:!!$150,000 to $199,999","FAMILY INCOME IN THE PAST 12 MONTHS (IN 2021 INFLATION-ADJUSTED DOLLARS) (HISPANIC OR LATINO HOUSEHOLDER)","tract"
"B19101I_017","Estimate!!Total:!!$200,000 or more","FAMILY INCOME IN THE PAST 12 MONTHS (IN 2021 INFLATION-ADJUSTED DOLLARS) (HISPANIC OR LATINO HOUSEHOLDER)","tract"
"B19113H_001","Estimate!!Median family income in the past 12 months (in 2021 inflation-adjusted dollars)","MEDIAN FAMILY INCOME IN THE PAST 12 MONTHS (IN 2021 INFLATION-ADJUSTED DOLLARS) (WHITE ALONE, NOT HISPANIC OR LATINO HOUSEHOLDER)","tract"
"B19113I_001","Estimate!!Median family income in the past 12 months (in 2021 inflation-adjusted dollars)","MEDIAN FAMILY INCOME IN THE PAST 12 MONTHS (IN 2021 INFLATION-ADJUSTED DOLLARS) (HISPANIC OR LATINO HOUSEHOLDER)","tract"
"B19202H_001","Estimate!!Median nonfamily household income in the past 12 months (in 2021 inflation-adjusted dollars)","MEDIAN NONFAMILY HOUSEHOLD INCOME IN THE PAST 12 MONTHS (IN 2021 INFLATION-ADJUSTED DOLLARS) (WHITE ALONE, NOT HISPANIC OR LATINO HOUSEHOLDER)","tract"
"B19202I_001","Estimate!!Median nonfamily household income in the past 12 months (in 2021 inflation-adjusted dollars)","MEDIAN NONFAMILY HOUSEHOLD INCOME IN THE PAST 12 MONTHS (IN 2021 INFLATION-ADJUSTED DOLLARS) (HISPANIC OR LATINO HOUSEHOLDER)","tract"
"B19301H_001","Estimate!!Per capita income in the past 12 months (in 2021 inflation-adjusted dollars)","PER CAPITA INCOME IN THE PAST 12 MONTHS (IN 2021 INFLATION-ADJUSTED DOLLARS) (WHITE ALONE, NOT HISPANIC OR LATINO)","block group"
"B19301I_001","Estimate!!Per capita income in the past 12 months (in 2021 inflation-adjusted dollars)","PER CAPITA INCOME IN THE PAST 12 MONTHS (IN 2021 INFLATION-ADJUSTED DOLLARS) (HISPANIC OR LATINO)","block group"
"B19313H_001","Estimate!!Aggregate income in the past 12 months (in 2021 inflation-adjusted dollars)","AGGREGATE INCOME IN THE PAST 12 MONTHS (IN 2021 INFLATION-ADJUSTED DOLLARS) FOR THE POPULATION 15 YEARS AND OVER (WHITE ALONE, NOT HISPANIC OR LATINO)","block group"
"B19313I_001","Estimate!!Aggregate income in the past 12 months (in 2021 inflation-adjusted dollars)","AGGREGATE INCOME IN THE PAST 12 MONTHS (IN 2021 INFLATION-ADJUSTED DOLLARS) FOR THE POPULATION 15 YEARS AND OVER (HISPANIC OR LATINO)","block group"
"B20005H_001","Estimate!!Total:","SEX BY WORK EXPERIENCE IN THE PAST 12 MONTHS BY EARNINGS IN THE PAST 12 MONTHS (IN 2021 INFLATION-ADJUSTED DOLLARS) FOR THE POPULATION 16 YEARS AND OVER (WHITE ALONE, NOT HISPANIC OR LATINO)","tract"
"B20005H_002","Estimate!!Total:!!Male:","SEX BY WORK EXPERIENCE IN THE PAST 12 MONTHS BY EARNINGS IN THE PAST 12 MONTHS (IN 2021 INFLATION-ADJUSTED DOLLARS) FOR THE POPULATION 16 YEARS AND OVER (WHITE ALONE, NOT HISPANIC OR LATINO)","tract"
"B20005H_003","Estimate!!Total:!!Male:!!Worked full-time, year-round in the past 12 months:","SEX BY WORK EXPERIENCE IN THE PAST 12 MONTHS BY EARNINGS IN THE PAST 12 MONTHS (IN 2021 INFLATION-ADJUSTED DOLLARS) FOR THE POPULATION 16 YEARS AND OVER (WHITE ALONE, NOT HISPANIC OR LATINO)","tract"
